idcliente;cliente;produto;fornecedor;idfornecedor;dtstatusvenda;statusitem;idvendedor;idproduto;pesounitario;qtdnofator;estoque_anterior;pesototal;idcliente;cidade;uf;qtdvendido;vlrunitario;vlrtotal
1084;GINALDO BRITO COSTA ME;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-05-04;LANCADO;1072;7896744811353;0.0000;6.0000;245.0000;0.00000000;1084;OLHO D'AGUA GRANDE;AL;6.00000000;5.3900000000000000;32.340000
1084;GINALDO BRITO COSTA ME;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-05-04;LANCADO;1072;7896744811407;0.0000;6.0000;377.0000;0.00000000;1084;OLHO D'AGUA GRANDE;AL;6.00000000;10.8900000000000000;65.340000
1084;GINALDO BRITO COSTA ME;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-05-04;LANCADO;1072;7896744811353;0.0000;6.0000;245.0000;0.00000000;1084;OLHO D'AGUA GRANDE;AL;6.00000000;5.3900000000000000;32.340000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-05-02;LANCADO;3;7896744811353;0.0000;7.0000;252.0000;0.00000000;3516;ARAPIRACA;AL;7.00000000;5.2300000000000000;36.610000
3516;LOJA MERCONPLAS LTDA;;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-05-02;LANCADO;3;7896744816006;0.0000;1.0000;2.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;32.9500000000000000;32.950000
3516;LOJA MERCONPLAS LTDA;SANITA (QUADRANGULAR) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-30;LANCADO;3;7896744811308;0.0000;1.0000;32.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;12.1600000000000000;12.160000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-30;LANCADO;3;7896744811353;0.0000;1.0000;253.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;5.2300000000000000;5.230000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-29;LANCADO;3;7896744811353;0.0000;1.0000;254.0000;0.00000000;3516;ARAPIRACA;AL;1.00000000;5.2300000000000000;5.230000
3516;LOJA MERCONPLAS LTDA;SANITA (REDONDA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-29;LANCADO;3;7896744811407;0.0000;2.0000;379.0000;0.00000000;3516;ARAPIRACA;AL;2.00000000;10.5600000000000000;21.120000
3516;LOJA MERCONPLAS LTDA;SANITA (AVULSA) - MONTE LIBANO;MONTE LIBANO IND. E COM. DE BRINQUEDOS LTDA;60;2016-04-28;LANCADO;3;7896744811353;0.0000;2.0000;256.0000;0.00000000;3516;ARAPIRACA;AL;2.00000000;5.2300000000000000;10.460000
